4,4,3,3,3,3,3,3,3,3,3,3,3,3,4,4,0,0,0,0,0,0,15,15,15,15,15,4,4,4,4,4,0,4,3,3,2,5,3,4,0,0,0,0,0,15,4,3,3,2,2,2,5,5,5,1,1,5,5,5,2,2,2,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,4,4,0,0,6,6,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,6,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,4,4,3,3,3,3,3,3,3,3,3,3,3,3,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,5,5,5,1,1,1,1,1,1,1,1,5,5,5,5,0,0,0,0,0,15,15,4,3,3,3,2,2,2,2,5,8,2,2,5,5,4,4,0,0,0,0,0,15,15,8,8,8,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,5,5,5,5,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,5,5,5,5,0,0,6,6,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,6,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,0,0,0,0,5,5,5,5,1,1,1,1,1,1,1,1,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,5,5,1,1,1,1,1,1,1,1,1,1,5,5,5,0,0,0,0,15,15,4,3,3,3,2,2,2,2,5,5,8,5,5,4,4,0,0,0,0,0,0,0,15,4,4,4,3,2,2,5,5,5,1,1,1,1,5,5,2,2,2,3,5,5,5,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,5,5,5,0,6,6,6,6,6,6,6,6,6,6,6,6,6,6,0,0,0,0,0,0,0,0,6,9,9,9,9,9,9,1,1,0,0,0,0,0,0,0,6,6,6,6,6,6,6,6,6,5,5,5,1,1,1,1,1,1,1,1,1,1,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,0,0,0,15,15,15,15,15,15,15,15,15,15,14,14,4,4,4,4,0,0,0,0,0,0,0,0,15,4,3,2,15,4,4,4,4,4,15,15,15,15,15,15,4,4,4,4,4,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,0,6,0,6,6,6,6,6,6,6,6,6,6,0,6,0,0,0,0,0,0,0,0,6,9,9,9,9,9,1,1,1,0,0,0,0,0,0,0,6,6,6,6,6,9,9,9,9,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,15,15,7,15,15,7,7,7,7,15,15,7,15,15,15,0,0,15,15,14,14,14,14,14,14,13,13,13,12,12,5,0,0,0,0,0,0,0,0,0,0,0,15,4,3,2,4,15,15,15,15,3,3,2,1,1,2,3,3,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,0,0,0,6,0,6,6,6,6,6,6,0,6,0,0,0,0,0,0,0,0,0,6,6,9,9,9,9,9,1,1,1,0,0,0,0,0,0,0,6,6,6,9,9,9,9,9,9,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,15,15,15,15,15,15,15,15,15,15,15,15,15,15,5,0,0,15,14,14,14,14,14,14,13,13,13,12,12,12,12,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,15,0,0,0,0,4,3,2,5,5,2,3,4,0,0,0,0,5,15,15,15,15,15,15,15,15,15,15,15,15,15,15,5,5,15,15,15,15,15,15,15,15,15,15,15,15,15,15,5,5,15,15,15,15,15,15,15,15,15,15,15,15,15,15,5,5,15,15,15,15,15,15,15,15,15,15,15,15,15,15,5,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,9,9,9,9,9,9,1,1,0,0,0,0,0,0,0,6,6,6,9,6,9,9,1,1,5,15,15,15,15,15,15,15,15,15,15,15,15,15,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,5,5,5,1,1,1,1,1,1,1,1,5,5,5,12,0,11,6,6,6,6,14,14,13,13,13,12,12,12,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,15,15,15,15,15,0,0,0,0,12,5,5,5,1,1,1,1,1,1,1,1,5,5,5,12,12,5,5,5,1,1,1,1,1,1,1,1,5,5,5,12,12,5,5,5,1,1,1,1,1,1,1,1,5,5,5,12,12,5,5,5,1,1,1,1,1,1,1,1,5,5,5,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,9,9,9,9,9,9,9,1,0,0,0,0,0,0,0,0,6,0,6,6,9,1,1,1,12,5,5,5,1,1,1,1,1,1,1,1,5,5,5,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,11,6,6,6,6,9,9,6,13,13,13,12,15,15,15,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,9,9,6,9,9,9,9,1,0,0,0,0,0,0,0,0,6,0,0,6,6,9,9,1,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,11,11,11,6,6,9,9,6,13,13,15,9,15,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,12,12,2,2,2,2,2,2,2,2,12,12,12,12,12,12,12,12,2,2,2,2,2,2,2,2,12,12,12,12,12,12,12,12,2,2,2,2,2,2,2,2,12,12,12,12,12,12,12,12,2,2,2,2,2,2,2,2,12,12,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,9,6,9,9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,6,6,9,9,12,12,12,12,2,2,2,2,2,2,2,2,12,12,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,11,11,6,9,9,6,13,13,13,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,12,2,15,15,15,15,15,15,15,15,2,12,12,12,12,12,12,2,15,15,15,15,15,15,15,15,2,12,12,12,12,12,12,2,15,15,15,15,15,15,15,15,2,12,12,12,12,12,12,2,15,15,15,15,15,15,15,15,2,12,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,9,9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,12,12,12,2,15,15,15,15,15,15,15,15,2,12,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
