64,64,48,48,48,48,48,48,48,48,48,48,48,48,64,64,0,0,0,0,0,0,240,240,240,240,240,64,64,64,64,64,0,64,48,48,32,80,48,64,0,0,0,0,0,240,64,48,48,32,32,32,80,80,80,16,16,80,80,80,32,32,32,48,64,64,48,48,48,48,48,48,48,48,48,48,48,48,64,64,64,64,48,48,48,48,48,48,48,48,48,48,48,48,64,64,64,64,48,48,48,48,48,48,48,48,48,48,48,48,64,64,64,64,48,48,48,48,48,48,48,48,48,48,48,48,64,64,0,0,96,96,0,0,0,0,0,0,0,0,96,96,0,0,0,0,0,0,0,0,0,0,0,96,96,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,96,0,0,0,0,64,64,48,48,48,48,48,48,48,48,48,48,48,48,64,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,80,80,80,16,16,16,16,16,16,16,16,80,80,80,80,0,0,0,0,0,240,240,64,48,48,48,32,32,32,32,80,128,32,32,80,80,64,64,0,0,0,0,0,240,240,128,128,128,160,160,160,160,160,160,160,160,160,160,160,160,160,160,160,80,80,80,80,16,16,16,16,16,16,16,16,80,80,80,80,80,80,80,80,16,16,16,16,16,16,16,16,80,80,80,80,80,80,80,80,16,16,16,16,16,16,16,16,80,80,80,80,80,80,80,80,16,16,16,16,16,16,16,16,80,80,80,80,0,0,96,96,0,0,0,0,0,0,0,0,96,96,0,0,0,0,0,0,0,0,0,0,96,144,144,144,0,0,0,0,0,0,0,0,0,0,0,0,96,96,96,96,0,0,0,0,80,80,80,80,16,16,16,16,16,16,16,16,80,80,80,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,80,80,16,16,16,16,16,16,16,16,16,16,80,80,80,0,0,0,0,240,240,64,48,48,48,32,32,32,32,80,80,128,80,80,64,64,0,0,0,0,0,0,0,240,64,64,64,48,32,32,80,80,80,16,16,16,16,80,80,32,32,32,48,80,80,80,16,16,16,16,16,16,16,16,16,16,80,80,80,80,80,80,16,16,16,16,16,16,16,16,16,16,80,80,80,80,80,80,16,16,16,16,16,16,16,16,16,16,80,80,80,80,80,80,16,16,16,16,16,16,16,16,16,16,80,80,80,0,96,96,96,96,96,96,96,96,96,96,96,96,96,96,0,0,0,0,0,0,0,0,96,144,144,144,144,144,144,16,16,0,0,0,0,0,0,0,96,96,96,96,96,96,96,96,96,80,80,80,16,16,16,16,16,16,16,16,16,16,80,80,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,0,0,0,240,240,240,240,240,240,240,240,240,240,224,224,64,64,64,64,0,0,0,0,0,0,0,0,240,64,48,32,240,64,64,64,64,64,240,240,240,240,240,240,64,64,64,64,64,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,0,96,0,96,96,96,96,96,96,96,96,96,96,0,96,0,0,0,0,0,0,0,0,96,144,144,144,144,144,16,16,16,0,0,0,0,0,0,0,96,96,96,96,96,144,144,144,144,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240,240,240,112,240,240,112,112,112,112,240,240,112,240,240,240,0,0,240,240,224,224,224,224,224,224,208,208,208,192,192,80,0,0,0,0,0,0,0,0,0,0,0,240,64,48,32,64,240,240,240,240,48,48,32,16,16,32,48,48,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,0,0,0,96,0,96,96,96,96,96,96,0,96,0,0,0,0,0,0,0,0,0,96,96,144,144,144,144,144,16,16,16,0,0,0,0,0,0,0,96,96,96,144,144,144,144,144,144,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,240,240,240,240,240,240,240,240,240,240,240,240,240,240,80,0,0,240,224,224,224,224,224,224,208,208,208,192,192,192,192,0,0,0,0,0,0,0,0,0,0,0,0,240,240,240,240,0,0,0,0,64,48,32,80,80,32,48,64,0,0,0,0,80,240,240,240,240,240,240,240,240,240,240,240,240,240,240,80,80,240,240,240,240,240,240,240,240,240,240,240,240,240,240,80,80,240,240,240,240,240,240,240,240,240,240,240,240,240,240,80,80,240,240,240,240,240,240,240,240,240,240,240,240,240,240,80,0,0,0,0,0,0,0,96,96,0,0,0,0,0,0,0,0,0,0,0,0,0,96,96,144,144,144,144,144,144,16,16,0,0,0,0,0,0,0,96,96,96,144,96,144,144,16,16,80,240,240,240,240,240,240,240,240,240,240,240,240,240,240,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
192,80,80,80,16,16,16,16,16,16,16,16,80,80,80,192,0,176,96,96,96,96,224,224,208,208,208,192,192,192,192,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,240,240,240,240,240,240,240,0,0,0,0,192,80,80,80,16,16,16,16,16,16,16,16,80,80,80,192,192,80,80,80,16,16,16,16,16,16,16,16,80,80,80,192,192,80,80,80,16,16,16,16,16,16,16,16,80,80,80,192,192,80,80,80,16,16,16,16,16,16,16,16,80,80,80,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,96,144,144,144,144,144,144,144,16,0,0,0,0,0,0,0,0,96,0,96,96,144,16,16,16,192,80,80,80,16,16,16,16,16,16,16,16,80,80,80,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,176,96,96,96,96,144,144,96,208,208,208,192,240,240,240,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,96,144,144,96,144,144,144,144,16,0,0,0,0,0,0,0,0,96,0,0,96,96,144,144,16,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176,176,176,176,176,96,96,144,144,96,208,208,240,144,240,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192,192,192,192,32,32,32,32,32,32,32,32,192,192,192,192,192,192,192,192,32,32,32,32,32,32,32,32,192,192,192,192,192,192,192,192,32,32,32,32,32,32,32,32,192,192,192,192,192,192,192,192,32,32,32,32,32,32,32,32,192,192,192,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,96,144,96,144,144,144,144,144,0,0,0,0,0,0,0,0,0,0,0,0,96,96,144,144,192,192,192,192,32,32,32,32,32,32,32,32,192,192,192,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,128,176,176,96,144,144,96,208,208,208,192,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192,192,192,32,240,240,240,240,240,240,240,240,32,192,192,192,192,192,192,32,240,240,240,240,240,240,240,240,32,192,192,192,192,192,192,32,240,240,240,240,240,240,240,240,32,192,192,192,192,192,192,32,240,240,240,240,240,240,240,240,32,192,192,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,96,96,96,144,144,144,144,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,96,192,192,192,32,240,240,240,240,240,240,240,240,32,192,192,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
